blade_id,turbine_id,blade_type,length_m
B03465,T0049,Type-C,60.0
B03466,T0050,Type-A,60.0
B03467,T0039,Type-D,55.0
B03468,T0125,Type-E,
B03469,T0073,Type-A,62.5
B03470,T0043,Type-A,58.0
B03471,t0029,Type-D,61.0
B03472,T0030,Type-A,62.5
B03473,T0148,Type-A,58.0
B03474,t0042,Type-C,60.0
B03475,T0190,Type-A,62.5
B03476,T0192,Type-A,60.0
B03477,T0045,Type-B,58.0
B03478,T0185,Type-C,58.0
B03479,t0146,Type-B,60.0
B03480,T0184,Type-A,
B03481,T0173,Type-E,55.0
B03482,T0109,Type-D,62.5
B03483,T0110,Type-D,60.0
B03484,T0055,Type-C,55.0
B03485,T0156,Type-C,62.5
B03486,T0083,Type-D,55.0
B03487,T0168,Type-E,60.0
B03488,T0184,Type-D,60.0
B03489,T0159,Type-C,62.5
B03490,T0071,Type-A,61.0
B03491,T0131,Type-D,55.0
B03492,T0141,Type-E,60.0
B03493,T0103,Type-B,55.0
B03494,T0082,Type-C,58.0
B03495,T0116,Type-E,62.5
B03496,T0146,Type-A,61.0
B03497,T0091,Type-E,60.0
B03498,T0061,Type-A,60.0
B03499,T0052,Type-A,58.0
B03500,T0183,Type-E,55.0
B03501,T0053,Type-C,58.0
B03502,T0063,Type-D,61.0
B03503,T0096,Type-C,58.0
B03504,T0183,Type-A,62.5
B03505,T0013,Type-C,60.0
B03506,T0009,Type-B,61.0
B03507,T0166,Type-E,60.0
B03508,T0105,Type-C,62.5
B03509,T0032,Type-C,55.0
B03510,T0138,Type-E,55.0
B03511,T0115,Type-B,61.0
B03512,T0068,Type-E,60.0
B03513,T0117,Type-E,
B03514,T0105,Type-A,60.0
B03515,T0004,Type-E,55.0
B03516,T0108,Type-B,60.0
B03517,T0160,Type-D,61.0
B03518,T0132,Type-B,62.5
B03519,T0141,Type-C,61.0
B03520,T0136,Type-D,55.0
B03521,T0023,Type-A,61.0
B03522,T0096,Type-E,62.5
B03523,T0095,Type-E,55.0
B03524,T0069,Type-A,58.0
B03525,T0069,Type-E,60.0
B03526,T0058,Type-A,62.5
B03527,T0062,Type-A,60.0
B03528,T0030,Type-D,61.0
B03529,T0026,Type-C,62.5
B03530,T0134,Type-E,60.0
B03531,T0173,Type-D,61.0
B03532,T0178,Type-E,60.0
B03533,T0111,Type-C,61.0
B03534,T0061,Type-A,58.0
B03535,T0132,Type-B,58.0
B03536,T0146,Type-D ,60.0
B03537,T0146,Type-B,62.5
B03538,T0041,Type-B,60.0
B03539,T0189,Type-C,58.0
B03540,T0074,Type-E,60.0
B03541,T0086,Type-A,55.0
B03542,T0190,Type-D,55.0
B03543,T0012,Type-A,62.5
B03544,T0113,Type-E,55.0
B03545,T0029,Type-C,60.0
B03546,T0012,Type-A,55.0
B03547,T0068,Type-C,55.0
B03548,T0109,Type-A ,61.0
B03549,T0165,Type-B,60.0
B03550,T0069,Type-B,61.0
B03551,T0109,Type-E,58.0
B03552,T0010,Type-A,58.0
B03553,T0195,Type-E,58.0
B03554,T0006,Type-A,58.0
B03555,T0114,Type-D,60.0
B03556,T0164,Type-E,62.5
B03557,T0100,Type-D,61.0
B03558,t0140,Type-C,62.5
B03559,T0055,Type-C,61.0
B03560,T0004,Type-E,55.0
B03561,T0167,Type-A,60.0
B03562,T0056,Type-E,58.0
B03563,T0182,Type-B,55.0
B03564,T0169,Type-C,61.0
B03565,T0164,Type-E,60.0
B03566,T0126,Type-A,60.0
B03567,T0009,Type-B,55.0
B03568,T0046,Type-A,58.0
B03569,T0049,Type-C,58.0
B03570,T0020,Type-A,61.0
B03571,T0112,Type-B,61.0
B03572,T0133,Type-D,62.5
B03573,T0090,Type-B,58.0
B03574,T0053,Type-D,61.0
B03575,T0069,Type-B,62.5
B03576,T0173,Type-A,62.5
B03577,T0077,Type-B,62.5
B03578,T0136,Type-E,55.0
B03579,T0032,Type-B,62.5
B03580,T0001,Type-D,55.0
B03581,T0057,Type-D,58.0
B03582,T0176,Type-E,61.0
B03583,T0082,Type-E ,62.5
B03584,T0025,Type-B,62.5
B03585,T0030,Type-A,58.0
B03586,T0045,Type-C,61.0
B03587,T0188,Type-D,62.5
B03588,T0014,Type-C,61.0
B03589,T0022,Type-A,61.0
B03590,T0057,Type-C,60.0
B03591,T0080,Type-A,62.5
B03592,T0131,Type-E,61.0
B03593,T0044,Type-C,61.0
B03594,T0155,Type-A,60.0
B03595,T0025,Type-A,55.0
B03596,T0123,Type-E,60.0
B03597,T0109,Type-E,55.0
B03598,T0101,Type-B,55.0
B03599,T0193,Type-D,58.0
B03600,T0137,Type-E,61.0
B03601,t0117,Type-E,55.0
B03602,T0086,Type-A,60.0
B03603,T0044,Type-D,62.5
B03604,T0064,Type-D,62.5
B03605,T0153,Type-B,60.0
B03606,T0186,Type-E,55.0
B03607,T0016,Type-C,62.5
B03608,T0053,Type-D,58.0
B03609,T0147,Type-E,60.0
B03610,T0163,Type-D,62.5
B03611,T0133,Type-E,60.0
B03612,t0090,Type-D,61.0
B03613,T0191,Type-E,61.0
B03614,T0141,Type-E,58.0
B03615,T0135,Type-B,61.0
B03616,T0028,Type-E,55.0
B03617,T0008,Type-D,61.0
B03618,T0106,Type-E,58.0
B03619,T0038,Type-E,60.0
B03620,T0192,Type-C,55.0
B03621,T0190,Type-A,62.5
B03622,T0055,Type-A,58.0
B03623,T0100,Type-C,60.0
B03624,T0117,Type-E,60.0
B03625,T0177,Type-B,62.5
B03626,T0020,Type-D,61.0
B03627,T0142,Type-E,62.5
B03628,T0046,Type-E,62.5
B03629,T0192,Type-E,58.0
B03630,t0079,Type-D,58.0
B03631,T0175,Type-A,55.0
B03632,T0057,Type-C,60.0
B03633,T0076,Type-A,62.5
B03634,t0170,Type-A,62.5
B03635,T0140,Type-A,55.0
B03636,T0079,Type-C,62.5
B03637,T0122,Type-A,60.0
B03638,T0160,Type-D,61.0
B03639,t0139,Type-E,60.0
B03640,T0053,Type-A,62.5
B03641,T0183,Type-C,62.5
B03642,T0074,Type-C,60.0
B03643,T0010,Type-C,61.0
B03644,T0024,Type-E,62.5
B03645,T0137,Type-B,60.0
B03646,T0103,Type-A,62.5
B03647,T0022,Type-E,58.0
B03648,T0051,Type-B,60.0
B03649,T0131,Type-A,61.0
B03650,T0182,Type-D,60.0
B03651,T0027,Type-E,62.5
B03652,T0011,Type-A,60.0
B03653,T0108,Type-A,55.0
B03654,T0026,Type-D,62.5
B03655,T0132,Type-C,55.0
B03656,T0197,Type-B,61.0
B03657,T0092,Type-C,62.5
B03658,T0187,Type-E,55.0
B03659,T0189,Type-C,61.0
B03660,T0146,Type-C,61.0
B03661,t0026,Type-C,60.0
B03662,T0069,Type-B,58.0
B03663,T0174,Type-E ,55.0
B03664,T0142,Type-B,60.0
B03665,T0171,Type-E,61.0
B03666,T0005,Type-E,61.0
B03667,T0113,Type-C,62.5
B03668,T0195,Type-E,60.0
B03669,T0186,Type-D,61.0
B03670,T0109,Type-A,58.0
B03671,T0031,Type-C,61.0
B03672,T0134,Type-C,61.0
B03673,T0036,Type-E,60.0
B03674,T0075,Type-E,58.0
B03675,T0149,Type-E,58.0
B03676,t0035,Type-D,55.0
B03677,T0013,Type-A,60.0
B03678,T0186,Type-D,58.0
B03679,T0095,Type-A,61.0
B03680,T0021,Type-A,61.0
B03681,T0166,Type-C,61.0
B03682,T0007,Type-A,61.0
B03683,T0036,Type-B,61.0
B03684,T0148,Type-A,
B03685,T0195,Type-D,62.5
B03686,T0116,Type-A,62.5
B03687,T0198,Type-A,58.0
B03688,t0071,Type-E,61.0
B03689,T0036,Type-D,55.0
B03690,T0083,Type-D,58.0
B03691,T0107,Type-A,55.0
B03692,T0193,Type-C,60.0
B03693,T0008,Type-A,60.0
B03694,T0156,Type-B,60.0
B03695,T0150,Type-B,58.0
B03696,T0050,Type-D,60.0
B03697,T0191,Type-D,58.0
B03698,t0024,Type-A,60.0
B03699,T0001,Type-A,60.0
B03700,T0002,Type-B,58.0
B03701,T0061,Type-A,61.0
B03702,T0096,Type-B,55.0
B03703,T0079,Type-C,60.0
B03704,T0029,Type-B,61.0
B03705,T0159,Type-E,60.0
B03706,T0100,Type-C,58.0
B03707,T0185,Type-E,58.0
B03708,T0070,Type-A,61.0
B03709,T0159,Type-B,62.5
B03710,T0115,Type-A,61.0
B03711,T0153,Type-E,58.0
B03712,T0057,Type-C,61.0
B03713,T0107,Type-B,61.0
B03714,T0042,Type-A,61.0
B03715,T0120,Type-B,55.0
B03716,T0133,Type-C,62.5
B03717,T0161,Type-E,62.5
B03718,T0196,Type-B,55.0
B03719,T0113,Type-B,60.0
B03720,T0011,Type-B,58.0
B03721,T0056,Type-E,58.0
B03722,T0044,Type-E,62.5
B03723,T0098,Type-E,61.0
B03724,t0144,Type-E,60.0
B03725,T0074,Type-D,58.0
B03726,T0036,Type-E,60.0
B03727,T0057,Type-E,60.0
B03728,T0023,Type-B,60.0
B03729,T0126,Type-A,61.0
B03730,T0045,Type-C,55.0
B03731,T0098,Type-A,61.0
B03732,T0142,Type-B,61.0
B03733,T0030,Type-D,62.5
B03734,T0016,Type-B,62.5
B03735,T0044,Type-E,62.5
B03736,T0088,Type-B,55.0
B03737,T0047,Type-B,55.0
B03738,T0131,Type-C,61.0
B03739,T0100,Type-A,58.0
B03740,T0153,Type-D,58.0
B03741,T0193,Type-A,55.0
B03742,T0131,Type-A,62.5
B03743,T0127,Type-C,60.0
B03744,T0176,Type-D,61.0
B03745,t0155,Type-B,58.0
B03746,T0154,Type-D,58.0
B03747,T0022,Type-A,61.0
B03748,T0090,Type-E,61.0
B03749,T0189,Type-D,58.0
B03750,T0128,Type-E,58.0
B03751,T0062,Type-D,58.0
B03752,T0079,Type-B,58.0
B03753,T0095,Type-A,55.0
B03754,T0058,Type-A,62.5
B03755,T0027,Type-A,61.0
B03756,T0105,Type-B,55.0
B03757,T0132,Type-D,58.0
B03758,T0088,Type-A,58.0
B03759,T0061,Type-B,62.5
B03760,T0172,Type-D,58.0
B03761,T0174,Type-C,62.5
B03762,T0135,Type-E,62.5
B03763,T0123,Type-C,60.0
B03764,T0124,Type-B,55.0
B03765,T0054,Type-B,55.0
B03766,T0057,Type-B,61.0
B03767,T0169,Type-C,55.0
B03768,T0150,Type-C,60.0
B03769,T0067,Type-C,60.0
B03770,T0105,Type-B,55.0
B03771,T0061,Type-B,60.0
B03772,T0025,Type-E,60.0
B03773,T0155,Type-C,60.0
B03774,T0001,Type-B,55.0
B03775,T0017,Type-D,58.0
B03776,T0157,Type-E,55.0
B03777,T0167,Type-B,62.5
B03778,T0069,Type-C,62.5
B03779,T0033,Type-A,55.0
B03780,T0141,Type-B,60.0
B03781,T0042,Type-A,62.5
B03782,T0173,Type-D,60.0
B03783,T0123,Type-C,62.5
B03784,T0037,Type-C,62.5
B03785,T0072,Type-E,60.0
B03786,T0129,Type-E,62.5
B03787,T0066,Type-B,
B03788,T0166,Type-B,62.5
B03789,T0196,Type-C,61.0
B03790,T0195,Type-E,62.5
B03791,T0183,Type-E,61.0
B03792,T0155,Type-D,61.0
B03793,T0031,Type-D,55.0
B03794,T0155,Type-C,55.0
B03795,T0120,Type-C,58.0
B03796,T0172,Type-B,60.0
B03797,T0132,Type-D,58.0
B03798,T0064,Type-D,58.0
B03799,T0026,Type-D,58.0
B03800,T0071,Type-E,61.0
B03801,T0048,Type-D,60.0
B03802,t0176,Type-A,58.0
B03803,T0051,Type-E,62.5
B03804,T0191,Type-B,62.5
B03805,T0035,Type-B,61.0
B03806,T0071,Type-E,58.0
B03807,T0146,Type-C,55.0
B03808,T0163,Type-E,58.0
B03809,T0098,Type-B,61.0
B03810,T0198,Type-A ,58.0
B03811,T0146,Type-B,61.0
B03812,T0158,Type-E,58.0
B03813,T0105,Type-B,61.0
B03814,T0078,Type-E,62.5
B03815,T0184,Type-B,55.0
B03816,T0122,Type-C,61.0
B03817,T0089,Type-C,58.0
B03818,T0092,Type-D,60.0
B03819,T0079,Type-E,61.0
B03820,T0191,Type-C,60.0
B03821,T0098,Type-D,58.0
B03822,T0148,Type-A,62.5
B03823,T0096,Type-D,61.0
B03824,T0049,Type-B,58.0
B03825,T0017,Type-B,60.0
B03826,T0172,Type-A,61.0
B03827,T0020,Type-D,61.0
B03828,T0191,Type-C,58.0
B03829,T0116,Type-C,62.5
B03830,T0068,Type-E,61.0
B03831,T0143,Type-D,58.0
B03832,T0046,Type-C,
B03833,T0019,Type-E,55.0
B03834,T0190,Type-D,61.0
B03835,T0175,Type-B,58.0
B03836,T0112,Type-D,55.0
B03837,T0022,Type-B,62.5
B03838,T0037,Type-D,58.0
B03839,T0079,Type-C,61.0
B03840,T0189,Type-D,60.0
B03841,T0063,Type-C,61.0
B03842,T0109,Type-D,62.5
B03843,T0177,Type-B,58.0
B03844,T0179,Type-E,60.0
B03845,T0129,Type-A,61.0
B03846,T0125,Type-B,55.0
B03847,T0147,Type-B,55.0
B03848,T0089,Type-C,60.0
B03849,T0047,Type-E,55.0
B03850,T0119,Type-A,55.0
B03851,T0170,Type-E,61.0
B03852,T0165,Type-D,55.0
B03853,T0138,Type-B,60.0
B03854,T0183,Type-E,62.5
B03855,T0043,Type-B,60.0
B03856,T0099,Type-A,62.5
B03857,T0162,Type-E,61.0
B03858,T0137,Type-B,55.0
B03859,T0001,Type-A,60.0
B03860,T0162,Type-C,62.5
B03861,T0054,Type-B,62.5
B03862,T0045,Type-E,60.0
B03863,T0069,Type-E,61.0
B03864,T0092,Type-A,55.0
B03865,T0176,Type-A,58.0
B03866,t0126,Type-A,61.0
B03867,T0028,Type-D,61.0
B03868,T0122,Type-A,61.0
B03869,T0159,Type-D,60.0
B03870,T0188,Type-C,58.0
B03871,T0038,Type-D,55.0
B03872,T0140,Type-D,60.0
B03873,T0033,Type-B,61.0
B03874,T0022,Type-D,60.0
B03875,T0062,Type-D,60.0
B03876,t0039,Type-C,62.5
B03877,T0103,Type-A,62.5
B03878,T0043,Type-B,61.0
B03879,T0130,Type-B,61.0
B03880,T0192,Type-B,58.0
B03881,T0108,Type-D,58.0
B03882,T0096,Type-C,60.0
B03883,T0143,Type-E,58.0
B03884,T0044,Type-B,60.0
B03885,T0002,Type-D,58.0
B03886,T0121,Type-D,62.5
B03887,T0177,Type-E,60.0
B03888,T0032,Type-C,58.0
B03889,T0006,Type-B,55.0
B03890,T0177,Type-E,55.0
B03891,T0184,Type-C,58.0
B03892,T0115,Type-C,58.0
B03893,T0138,Type-E,61.0
B03894,T0119,Type-B,61.0
B03895,T0150,Type-C ,60.0
B03896,T0089,Type-C,61.0
B03897,T0025,Type-E,62.5
B03898,T0199,Type-C,62.5
B03899,T0144,Type-C,58.0
B03900,T0072,Type-C,61.0
B03901,T0199,Type-C,60.0
B03902,T0032,Type-C,55.0
B03903,T0161,Type-D,61.0
B03904,T0086,Type-A,55.0
B03905,T0120,Type-C,62.5
B03906,T0005,Type-D ,58.0
B03907,T0159,Type-E,60.0
B03908,t0126,Type-E,
B03909,T0159,Type-B,55.0
B03910,T0144,Type-C,61.0
B03911,T0125,Type-B,58.0
B03912,t0090,Type-D,61.0
B03913,T0199,Type-E,62.5
B03914,T0172,Type-B,62.5
B03915,t0054,Type-A,62.5
B03916,T0144,Type-B,60.0
B03917,T0140,Type-B,60.0
B03918,T0147,Type-A,58.0
B03919,T0111,Type-C,60.0
B03920,T0148,Type-C,61.0
B03921,T0169,Type-E,61.0
B03922,T0039,Type-D,55.0
B03923,T0130,Type-A,55.0
B03924,T0092,Type-D,61.0
B03925,T0128,Type-D,61.0
B03926,T0063,Type-E,62.5
B03927,T0181,Type-B,60.0
B03928,T0004,Type-D,55.0
B03929,T0096,Type-D,58.0
B03930,t0132,Type-D,58.0
B03931,T0012,Type-B,62.5
B03932,T0086,Type-D,55.0
B03933,T0189,Type-E,58.0
B03934,T0145,Type-B,62.5
B03935,T0026,Type-C,58.0
B03936,T0182,Type-B,60.0
B03937,T0054,Type-D,62.5
B03938,T0187,Type-C,60.0
B03939,T0044,Type-D,
B03940,T0176,Type-D,55.0
B03941,T0062,Type-B,55.0
B03942,T0005,Type-A,60.0
B03943,T0060,Type-A,58.0
B03944,T0161,Type-A,58.0
B03945,T0043,Type-C,60.0
B03946,T0064,Type-E,55.0
B03947,T0141,Type-E ,60.0
B03948,T0116,Type-D,58.0
B03949,T0200,Type-C,62.5
B03950,T0046,Type-B,58.0
B03951,T0153,Type-D ,61.0
B03952,T0045,Type-E,58.0
B03953,T0058,Type-E,61.0
B03954,T0008,Type-D,61.0
B03955,T0020,Type-A,58.0
B03956,T0093,Type-B,58.0
B03957,T0014,Type-C,61.0
B03958,T0111,Type-E,55.0
B03959,T0089,Type-A,62.5
B03960,T0153,Type-E,62.5
B03961,T0106,Type-B,60.0
B03962,T0168,Type-C,55.0
B03963,T0079,Type-C,62.5
B03964,t0166,Type-B,58.0
B03965,T0049,Type-C,58.0
B03966,T0131,Type-E,60.0
B03967,T0107,Type-A,55.0
B03968,T0109,Type-A,61.0
B03969,T0019,Type-A,60.0
B03970,T0143,Type-B,60.0
B03971,T0036,Type-E,62.5
B03972,T0073,Type-A,55.0
B03973,T0096,Type-B,61.0
B03974,T0133,Type-A,55.0
B03975,T0180,Type-D,55.0
B03976,T0054,Type-C,61.0
B03977,T0005,Type-E ,55.0
B03978,t0171,Type-C,60.0
B03979,T0194,Type-C,60.0
B03980,T0148,Type-C,55.0
B03981,T0194,Type-C,60.0
B03982,T0109,Type-A,61.0
B03983,T0107,Type-B,62.5
B03984,T0084,Type-E,58.0
B03985,T0111,Type-D,55.0
B03986,T0053,Type-B,61.0
B03987,T0037,Type-B,58.0
B03988,T0020,Type-D,55.0
B03989,T0017,Type-C,61.0
B03990,T0065,Type-D,62.5
B03991,T0021,Type-A,62.5
B03992,T0145,Type-C,62.5
B03993,T0021,Type-C,58.0
B03994,T0196,Type-D,62.5
B03995,T0035,Type-E,58.0
B03996,T0006,Type-C,58.0
B03997,T0186,Type-A,61.0
B03998,T0182,Type-B,55.0
B03999,T0011,Type-E,58.0
B04000,T0181,Type-B,55.0
B04001,T0125,Type-A,58.0
B04002,T0096,Type-C,62.5
B04003,T0132,Type-A,62.5
B04004,T0088,Type-A,61.0
B04005,T0077,Type-A,58.0
B04006,T0170,Type-E ,61.0
B04007,T0156,Type-C,62.5
B04008,T0011,Type-A,58.0
B04009,T0189,Type-A,60.0
B04010,T0121,Type-B,58.0
B04011,T0122,Type-A,58.0
B04012,T0091,Type-C,61.0
B04013,T0028,Type-C,61.0
B04014,T0078,Type-D,60.0
B04015,t0073,Type-A,55.0
B04016,T0125,Type-A,60.0
B04017,T0067,Type-E,58.0
B04018,T0117,Type-A,62.5
B04019,T0189,Type-B,55.0
B04020,T0040,Type-B,61.0
B04021,T0169,Type-B,55.0
B04022,t0078,Type-B,58.0
B04023,t0063,Type-C,58.0
B04024,t0143,Type-A,58.0
B04025,T0128,Type-A ,60.0
B04026,T0106,Type-D,58.0
B04027,T0187,Type-B,55.0
B04028,t0011,Type-C,61.0
B04029,T0181,Type-B,58.0
B04030,T0196,Type-B,61.0
B04031,T0128,Type-B,58.0
B04032,T0174,Type-B,62.5
B04033,T0050,Type-A,60.0
B04034,T0063,Type-D,55.0
B04035,T0172,Type-C,61.0
B04036,t0054,Type-C,55.0
B04037,T0165,Type-E,60.0
B04038,T0192,Type-C,60.0
B04039,T0197,Type-E,60.0
B04040,T0098,Type-C,58.0
B04041,T0158,Type-D,62.5
B04042,T0034,Type-C,60.0
B04043,T0074,Type-D,60.0
B04044,T0049,Type-D,58.0
B04045,T0009,Type-D,61.0
B04046,T0100,Type-C,62.5
B04047,T0091,Type-D,61.0
B04048,T0097,Type-A,61.0
B04049,T0140,Type-B,60.0
B04050,T0088,Type-C,61.0
B04051,T0055,Type-B,58.0
B04052,T0149,Type-A,60.0
B04053,T0144,Type-B,62.5
B04054,T0189,Type-D,55.0
B04055,T0143,Type-C,62.5
B04056,T0025,Type-A ,61.0
B04057,T0052,Type-A,55.0
B04058,T0060,Type-D,62.5
B04059,T0078,Type-A,58.0
B04060,T0028,Type-D,55.0
B04061,t0070,Type-C,55.0
B04062,t0171,Type-E,55.0
B04063,T0181,Type-A,55.0
B04064,T0061,Type-A,55.0
B04065,T0112,Type-C ,60.0
B04066,T0067,Type-B,61.0
B04067,T0181,Type-E,60.0
B04068,T0103,Type-D,58.0
B04069,T0151,Type-C,55.0
B04070,T0071,Type-B,58.0
B04071,T0078,Type-A,62.5
B04072,T0053,Type-B,61.0
B04073,t0136,Type-D,58.0
B04074,T0062,Type-B,62.5
B04075,T0015,Type-E,61.0
B04076,T0008,Type-B,55.0
B04077,T0011,Type-B,60.0
B04078,T0179,Type-E,60.0
B04079,T0154,Type-C,58.0
B04080,T0190,Type-C,60.0
B04081,T0117,Type-B,55.0
B04082,t0045,Type-D,55.0
B04083,T0138,Type-C,55.0
B04084,T0179,Type-A,55.0
B04085,T0035,Type-A,58.0
B04086,T0024,Type-B,62.5
B04087,T0039,Type-A,58.0
B04088,T0030,Type-D,61.0
B04089,T0137,Type-E,60.0
B04090,T0093,Type-B,62.5
B04091,T0094,Type-C,55.0
B04092,T0131,Type-E,55.0
B04093,T0191,Type-E,60.0
B04094,T0059,Type-D,58.0
B04095,T0026,Type-C,62.5
B04096,T0184,Type-C,58.0
B04097,T0008,Type-D,62.5
B04098,T0079,Type-A,61.0
B04099,T0122,Type-E,55.0
B04100,t0029,Type-B,60.0
B04101,T0200,Type-B,62.5
B04102,T0017,Type-B,55.0
B04103,T0075,Type-E,55.0
B04104,T0188,Type-A,60.0
B04105,T0025,Type-E,61.0
B04106,T0040,Type-B,58.0
B04107,T0034,Type-E ,55.0
B04108,T0184,Type-B,55.0
B04109,T0045,Type-E,61.0
B04110,T0040,Type-B,58.0
B04111,T0153,Type-A,60.0
B04112,T0076,Type-A,61.0
B04113,T0004,Type-C,60.0
B04114,T0112,Type-A,61.0
B04115,T0024,Type-E,55.0
B04116,T0125,Type-E,62.5
B04117,t0185,Type-B,58.0
B04118,T0047,Type-A,62.5
B04119,T0145,Type-C,62.5
B04120,T0160,Type-B,55.0
B04121,T0171,Type-B,60.0
B04122,T0005,Type-C,58.0
B04123,T0017,Type-D,55.0
B04124,T0019,Type-A,55.0
B04125,T0142,Type-A,58.0
B04126,T0100,Type-A,58.0
B04127,T0084,Type-C,60.0
B04128,T0031,Type-C,61.0
B04129,T0183,Type-A,58.0
B04130,T0117,Type-B,62.5
B04131,T0096,Type-C,55.0
B04132,T0098,Type-C,62.5
B04133,T0055,Type-C,55.0
B04134,T0097,Type-D,55.0
B04135,T0103,Type-A,58.0
B04136,T0146,Type-A,55.0
B04137,T0162,Type-A,61.0
B04138,T0177,Type-E,
B04139,T0076,Type-C,62.5
B04140,T0113,Type-A,61.0
B04141,T0041,Type-A,62.5
B04142,t0160,Type-E,60.0
B04143,T0044,Type-E,62.5
B04144,T0200,Type-B,62.5
B04145,T0164,Type-B,62.5
B04146,T0165,Type-C,61.0
B04147,T0067,Type-E,62.5
B04148,T0103,Type-E,58.0
B04149,T0123,Type-D,61.0
B04150,T0139,Type-B,62.5
B04151,T0195,Type-A,62.5
B04152,T0048,Type-E,58.0
B04153,T0195,Type-B,60.0
B04154,T0100,Type-C,60.0
B04155,T0035,Type-D,61.0
B04156,T0047,Type-B,61.0
B04157,T0019,Type-B,62.5
B04158,T0030,Type-B,55.0
B04159,T0065,Type-E,60.0
B04160,T0142,Type-B,62.5
B04161,T0005,Type-B,60.0
B04162,T0039,Type-B,58.0
B04163,T0044,Type-A,61.0
B04164,T0006,Type-A,58.0
B04165,T0017,Type-B,60.0
B04166,T0044,Type-A,58.0
B04167,T0017,Type-A,58.0
B04168,T0180,Type-A,62.5
B04169,T0100,Type-E,58.0
B04170,T0118,Type-E,55.0
B04171,T0081,Type-E,58.0
B04172,T0198,Type-B,58.0
B04173,T0051,Type-B ,58.0
B04174,T0141,Type-C,62.5
B04175,T0103,Type-E,55.0
B04176,T0146,Type-B,55.0
B04177,t0164,Type-B,58.0
B04178,T0064,Type-D,55.0
B04179,T0132,Type-E,55.0
B04180,T0151,Type-B,60.0
B04181,T0118,Type-A,58.0
B04182,T0170,Type-E,62.5
B04183,T0012,Type-B,60.0
B04184,T0152,Type-A,58.0
B04185,T0010,Type-C,61.0
B04186,T0108,Type-C,61.0
B04187,T0182,Type-C,60.0
B04188,T0055,Type-E,58.0
B04189,T0100,Type-C,61.0
B04190,T0165,Type-D,58.0
B04191,T0174,Type-A,61.0
B04192,T0059,Type-D,61.0
B04193,T0200,Type-B,58.0
B04194,T0066,Type-D,61.0
B04195,T0052,Type-B,61.0
B04196,T0095,Type-E,62.5
B04197,T0013,Type-C,62.5
B04198,T0144,Type-E,62.5
B04199,T0151,Type-C,62.5
B04200,T0185,Type-D,60.0
B04201,t0069,Type-E,61.0
B04202,T0157,Type-A,61.0
B04203,T0072,Type-E,60.0
B04204,T0013,Type-A ,61.0
B04205,T0135,Type-D ,60.0
B04206,T0028,Type-D,55.0
B04207,T0047,Type-C,60.0
B04208,T0193,Type-D,58.0
B04209,T0065,Type-E,60.0
B04210,T0119,Type-A,58.0
B04211,T0195,Type-E,55.0
B04212,T0106,Type-A,55.0
B04213,T0079,Type-D,62.5
B04214,T0193,Type-E,55.0
B04215,T0098,Type-B,60.0
B04216,T0157,Type-B,55.0
B04217,T0154,Type-B,61.0
B04218,T0150,Type-A,62.5
B04219,T0093,Type-D,55.0
B04220,T0157,Type-E,62.5
B04221,T0055,Type-D,55.0
B04222,T0148,Type-E,60.0
B04223,T0027,Type-C,60.0
B04224,T0042,Type-A,60.0
B04225,T0148,Type-E,58.0
B04226,T0095,Type-A,55.0
B04227,T0126,Type-C,58.0
B04228,T0187,Type-C,61.0
B04229,t0189,Type-E,61.0
B04230,T0074,Type-D,61.0
B04231,T0057,Type-C,62.5
B04232,T0130,Type-D,61.0
B04233,T0199,Type-B,61.0
B04234,T0041,Type-C,60.0
B04235,T0159,Type-B,62.5
B04236,T0194,Type-A,61.0
B04237,T0133,Type-E,60.0
B04238,T0106,Type-D,62.5
B04239,T0185,Type-C,61.0
B04240,T0039,Type-B,55.0
B04241,T0109,Type-E,62.5
B04242,T0067,Type-B,55.0
B04243,T0052,Type-A,55.0
B04244,T0028,Type-C,60.0
B04245,T0118,Type-D,60.0
B04246,T0187,Type-C,60.0
B04247,T0155,Type-E,58.0
B04248,T0082,Type-A,62.5
B04249,T0113,Type-B,58.0
B04250,T0016,Type-C,61.0
B04251,T0180,Type-B,58.0
B04252,T0179,Type-E,61.0
B04253,T0023,Type-C,61.0
B04254,T0014,Type-E,62.5
B04255,T0006,Type-C,62.5
B04256,T0164,Type-A,61.0
B04257,T0139,Type-B,62.5
B04258,T0192,Type-D,60.0
B04259,T0140,Type-E,55.0
B04260,T0027,Type-B,60.0
B04261,T0072,Type-A,61.0
B04262,T0187,Type-D,58.0
B04263,T0120,Type-E,55.0
B04264,T0069,Type-C,55.0
B04265,T0035,Type-E,62.5
B04266,T0157,Type-D,60.0
B04267,T0004,Type-A,
B04268,T0037,Type-C,60.0
B04269,T0174,Type-A,61.0
B04270,T0055,Type-E,62.5
B04271,T0007,Type-C,61.0
B04272,T0115,Type-B,62.5
B04273,t0135,Type-C,58.0
B04274,T0147,Type-C,60.0
B04275,T0165,Type-C,60.0
B04276,T0195,Type-A,61.0
B04277,T0185,Type-D,61.0
B04278,T0080,Type-B,58.0
B04279,T0177,Type-B,61.0
B04280,T0093,Type-D,58.0
B04281,T0014,Type-A,60.0
B04282,T0051,Type-B,58.0
B04283,T0054,Type-C,60.0
B04284,T0033,Type-D,62.5
B04285,T0032,Type-A,61.0
B04286,T0079,Type-C,55.0
B04287,T0119,Type-C,58.0
